,text,category,tag,topic_id
25913,the high intensity workout is not just for the professional crossfit athletes you see on tv:,health,Healthy Life & Wellbeing,0
25914,it was very uncomfortable it felt as if they were being blown up like a balloon,health,Medicine & Pandemics,80
25915,we tried facial ates and we never want to go back to regular pilates:,health,Healthy Life & Wellbeing,0
25916,"his stone of doom measured in at 5 mm, and it caused people on tiktok to have a new biggest fear unlocked",health,Mental Health & Addictions,76
25917,check out these 5 exercises to tone your arms and lift your butt at the same time with :,health,Healthy Life & Wellbeing,0
25918,school superintendent arrested after allegedly using her insurance to get help for a sick student,health,Mental Health & Addictions,29
25919,a doctor told this 24 year old the red bumps covering her body were bug bites but she actually had psoriasis,health,Medicine & Pandemics,280
25920,the 6 best sex positions to try if you are not very flexible:,health,Healthy Life & Wellbeing,456
25921,"get the energy jolt you need, minus the coffee",health,Mental Health & Addictions,188
25922,"hunter mcgrady model, podcaster, and new mom is a big believer in embracing the skin you are in here, she is sharing how she got to that place of positivity",health,Mental Health & Addictions,366
25923,is covid voice a real thing? we took the question to doctors,health,Medicine & Pandemics,52
25924,this 10 minute resistance band ab workout will work your entire core:,health,Healthy Life & Wellbeing,0
25925,here are 3 pilates exercises most people get wrong and how to fix them from :,health,Healthy Life & Wellbeing,0
25926,founder carrie dorr reveals the one thing she did to finally stop focusing on the negative:,health,Healthy Life & Wellbeing,-1
25927,"just about everyone can and should get vaccinated, but exceptions exist",health,Medicine & Pandemics,2
25928,5 easy barbell exercises for beginners:,health,Healthy Life & Wellbeing,0
25929,her selfless act will inspire you,health,Healthy Life & Wellbeing,25
25930,doctors kept dismissing my back pain until i was finally diagnosed with terminal cancer:,health,Medicine & Pandemics,80
25931,"jump your way to a stronger, fitter, and more toned you with this hiit jumprope circuit from :",health,Healthy Life & Wellbeing,0
25932,tone your arms and butt in this 10 minute workout with ob fitness:,health,Healthy Life & Wellbeing,0
25933,for everyone out there just trying to be a lil bit better this week: go for it!,health,Mental Health & Addictions,240
25934,"here's what we know so far about how well masks protect against omicron and whether more people should start wearing them, again",health,Medicine & Pandemics,89
25935,transform your core with this no equipment 10 minute ab workout from carriedorr:,health,Healthy Life & Wellbeing,0
25936,'s ex husband ended his life by suicide she decided to speak up about how that affected her family:,health,Mental Health & Addictions,91
25937,"willow smith said she considered getting the tiniest lift, but instead got into the gym to get the same result",health,Healthy Life & Wellbeing,0
25938,ditch that processed cheese for this real food retooling of queso dip:,health,Healthy Life & Wellbeing,-1
25939,cdc panel issues recommendation expressing preference for pfizer and moderna vaccines after reviewing data on rare side effect tied to the j j shot,health,Medicine & Pandemics,2
25940,the vaccine is recommended for everyone up to 26 years old but what if you have aged out of that range?,health,Medicine & Pandemics,2
25941,6 rosacea treatments that can help with redness and bumps:,health,Healthy Life & Wellbeing,-1
25942,"trevor noah suffered from severe emotional distress and great physical pain after the procedure, which left him with permanent, severe, and grievous injuries, the legal complaint claims",health,Mental Health & Addictions,144
25943,"this routine is so powerful, you are done in 10 minutes flat!",health,Healthy Life & Wellbeing,0
25944,"you can judge me if you want, but i have been working hard in the gym and taking care of me",health,Healthy Life & Wellbeing,0
25945,3 squat mistakes people make at the gym and how to fix them:,health,Healthy Life & Wellbeing,0
25946,she says the removal and recovery process has been a roller coaster of emotions,health,Mental Health & Addictions,-1
25947,i post bikini and nude photos because i finally feel good in my skin,health,Healthy Life & Wellbeing,110
25948,these are the perfect gifts for those on your list who never miss a workout:,health,Healthy Life & Wellbeing,0
25949,her secrets to youthful skin are surprisingly simple!,health,Healthy Life & Wellbeing,110
25950,"kidney disease cannot be cured, but there are several treatments that doctors recommend for managing underlying conditions that can worsen the disease and for slowing its progression",health,Medicine & Pandemics,380
25951,the signs of heart attack in women are different compared to men,health,Medicine & Pandemics,99
25952,my brain refuses to accept that both kobe and gigi are gone,health,Healthy Life & Wellbeing,158
25953,"before j lo beauty, there was this eco friendly german moisturizer to keep skin taut",health,Healthy Life & Wellbeing,110
25954,this 10 minute dance workout is our new favorite kind of cardio:,health,Healthy Life & Wellbeing,0
25955,3 stretches that'll help you wake up in the morning from :,health,Healthy Life & Wellbeing,456
25956,"she developed ptsd, or post traumatic stress disorder, because she did not ' process the trauma, she shared in an emotional interview about mental",health,Mental Health & Addictions,81
25957,"experts believe some pandemic habits less exercise, more alcohol consumption, fewer doctor's appointments could be at play",health,Mental Health & Addictions,26
25958,14 symptoms of opioid withdrawal and what to know about breaking your addiction,health,Mental Health & Addictions,178
25959,it is not okay to make fun of her butt period,health,Healthy Life & Wellbeing,0
25960,"one person has died and 13 were hospitalized with this serious bacterial illness in september, city officials said",health,Medicine & Pandemics,10
25961,this makeup look from namvo adds the perfect pop of color:,health,Healthy Life & Wellbeing,110
25962,"there are certain yoga poses you should avoid while pregnant, though",health,Healthy Life & Wellbeing,113
25963,it has a secret benefit most micellar waters don't,health,Mental Health & Addictions,169
25964,"now that all adults are eligible for boosters, which one should you get? all of the booster shots work, according to experts, but this additional information might help with your decision making",health,Medicine & Pandemics,2
25965,studies suggest that money can buy you happiness to an extent,health,Healthy Life & Wellbeing,67
25966,"to start, the older you are, the less likely you are to have side effects of the vaccine",health,Medicine & Pandemics,2
25967,the majority of those diagnosed had not gotten their flu shot,health,Medicine & Pandemics,122
25968,doctors say it definitely should not deter you from getting your shot,health,Medicine & Pandemics,2
25969,these products can help you manage the misery,health,Healthy Life & Wellbeing,-1
25970,there is a certain number of cups per day that has the biggest association with decreased risk,health,Mental Health & Addictions,188
25971,this woman went to the doctor with chest pain and found out she has corkscrew esophagus,health,Medicine & Pandemics,-1
25972,there are a handful of medicines and a number of different therapies for treating opioid use disorder,health,Mental Health & Addictions,178
25973,"polycystic kidney disease is a genetic condition marked by numerous fluid filled cysts in the kidneys, impairing kidney function",health,Medicine & Pandemics,380
25974,"claire raymond, 23, stopped counting how many surgeries she is had to relieve the pain that her tethered cord syndrome gives her but she is proud of the scars that they have left",health,Medicine & Pandemics,80
