,id,text,category
13,1539394825015169024,22.04.2022 fear &amp;amp; greed index. #Bitcoin #crypto #Ethereum #cryptocurrency #dexgame #metaverse #dxgm #binance #altcoin…,cryptocurrencies
14,1539394677207617538,"METAX - First decentralized bank in metaverse

We are Very happy get on board this project. The campaign is Firee🎉🎉. 
Watch this space.....
#crypto #Metabank #trade #invest",cryptocurrencies
15,1539394597683707904,"Who's buying #NFT rn? Honestly? LMK
#NFT #ETH #CRYPTO #OPENSEA #METAVERSE #BTC #APEFOLLOWAPE #TRILLIONAIREAPE #CRYPTOPUNK #BAYC #MAYC",cryptocurrencies
16,1539394017137373184,Current #Bitcoin Price is $20666 #BTC #Crypto,cryptocurrencies
17,1539394000385363971,Dm me now on how to recover trust wallet phrase and coinbase account recovery#Trustwallet #cryptocurrency #Bnb       #cyber #RecoveryPhrase #coinbase #crypto #Ethereum #CryptoNews #Binance       #BTC       #Anonymous #Binance,cryptocurrencies
18,1539393992722358278,"Current Bitcoin Price:
USD $20,652.51
GBP £16,768.16
Euro €19,631.66
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
19,1539393736190447628,Inbox me now on how to recover trust wallet phrase and coinbase account recovery #Trustwallet #cryptocurrency #Bnb     #cyber #RecoveryPhrase #coinbase #crypto #Ethereum #CryptoNews #Binance     #BTC     #Anonymous #CoinMarketCap,cryptocurrencies
21,1539393552630833153,Dm me now on how to recover trust wallet phrase and coinbase account recovery#Trustwallet #cryptocurrency #Bnb       #cyber #RecoveryPhrase #coinbase #crypto #Ethereum #CryptoNews #Binance       #BTC       #Anonymous #Binance #nfthack,cryptocurrencies
23,1539393123024965632,"I support all the beginnings of developers, the project deserves special attention! Already very interesting! Project is waiting for success. !! #dlord #digitallandlord  #crypto #blockchain # #cryptocurrency #blockchaintechnology #stablecoin",cryptocurrencies
24,1539393000362721285,"Everything is bullish in the nft space. Its been, but the ecomomy isnt great. Stop fucking crying you panzi ass people. You should have been doing this to INVEST on the side from the start. #NFTNYC #nfts #crypto #eth #btc #BokiBoki #GutterCatGang #smolbrains",cryptocurrencies
25,1539392801104080896,"Your #crypto OG  when people years ago in America wanted to send you $900 to open a #Binance account for them #nokyc 🤣.
 Bring Back the Old days ! 🖼 #CryptoTwitter was so fun back then 🌈
.
 #cryptocurrency #saitama #shinja #shib #ImpactXP #ETH",cryptocurrencies
26,1539392757004787712,Current #Bitcoin Price is $20662 #BTC #Crypto,cryptocurrencies
27,1539392735911809026,"Current Bitcoin Price:
USD $20,654.90
GBP £16,770.10
Euro €19,633.92
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
28,1539392613089878021,"To #Bitcoin nay sayers: 

if it is a scam, if it is bad, if it is not an asset, if it will implode sooner or later, if ..... Why do you keep checking $BTC and writing about it?! Why wasting time?!

#Crypto is here to stay, either you like it or not!",cryptocurrencies
29,1539392428410404864,"It surprises me how clueless normies even attack #Bitcoin &amp; #Crypto w/out understanding that its their overly debased FIAT system that’s causing this global markets &amp; pensions meltdown

Inflation was created to instill a semblance of growth &amp; the only sound money - #BTC or gold",cryptocurrencies
30,1539392220209598464,"What is a bear Market? 

An opportunity to build a bag of a token you believe in. 
.
.
.
.
#BTC #ETH #Bitcoin #Altcoin #Investing #Crypto #Cryptocurrency",cryptocurrencies
31,1539391743602442240,"What are your thoughts on the price of #Bitcoin for Q4 of this year?

Answers:

1️⃣They believe that the price will stay around the same as it is now.
2️⃣They think that the price will go up by a lot.
3️⃣They predict that the price will drop significantly.

#Altcoin #crypto",cryptocurrencies
32,1539391698060468224,"💥 Alex Mashinky's Celsius crypto bank draws probe by five states

💥 Visa launches #Bitcoin and #Crypto enabled cards in Latam

3/3",cryptocurrencies
33,1539391496989724673,Current #Bitcoin Price is $20623 #BTC #Crypto,cryptocurrencies
34,1539391479864561664,"Current Bitcoin Price:
USD $20,638.76
GBP £16,757.00
Euro €19,618.58
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
35,1539391404153126914,"Must say that this #NFT and #Crypto world is just amazing‼️
Gonna learn as much as I can and distribute the gained knowledge.
✊ Joining the future
✊ Creating the future",cryptocurrencies
36,1539390962954186752,"#BITCOIN #BTC impulse bar 20537.39 - 20668.25

$BTC Bar close 20611.86

#Crypto short term volatility detection",cryptocurrencies
37,1539390655440384000,"Which #altcoin are #you #buying in this DIP – $SOL, $ADA or $DOT?

#buy #BitcoinCash #Bitcoin #bitcoinnews #btcnews ##investment #trading #crypto #forex #money #bitcoin #investing #invest #trader #wealth #stockmarket #startup #btc #forextrader #financialfreedom #blockchain #stock",cryptocurrencies
38,1539390557075787776,$btc #btc #bitcoin #Crypto #cryptocurrency $eth #ETH #ethereum Same fractal 2017-2018 ( copy paste )=&amp;gt; 2022-2023imagi…,cryptocurrencies
39,1539390388821282818,"Thursday is gonna be a good day for those that enjoys Podcasts👀⭐️

Make sure to follow &amp; rate the Podcast on Spotify. Stay educated, stay excited!

#IOTA #Adoption #crypto #bitcoin",cryptocurrencies
41,1539390236974645248,Current #Bitcoin Price is $20694 #BTC #Crypto,cryptocurrencies
42,1539390228162560000,"$TSLA winnings of initial #BTC investment🙌

$-556337314 (-41.21 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",cryptocurrencies
43,1539390218624802816,"Current Bitcoin Price:
USD $20,575.60
GBP £16,705.72
Euro €19,558.55
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
44,1539390034784268289,"How a Solend Whale With a $108M Loan Nearly Crashed the Solana Network.

A Solana whale nearly drained a liquidity pool, and it would have caused some major ripples—let’s dive in..

#crypto #btc #eth #xrp",cryptocurrencies
45,1539389455466844160,"#ETHereum #ETH impulse bar 1118.22 - 1125.57

$ETH Bar close 1119.19

#Crypto short term volatility detection",cryptocurrencies
46,1539388973113454592,Current #Bitcoin Price is $20844 #BTC #Crypto,cryptocurrencies
47,1539388962132971521,"Current Bitcoin Price:
USD $20,626.79
GBP £16,747.28
Euro €19,607.20
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
48,1539388822772916225,"So the FED said they will not raise rates by 0.75%, and the markets rejoice. #bitcoin #stocks #crypto",cryptocurrencies
49,1539388709413392384,"#ADA impulse bar 0.4781 - 0.4825 #Cardano

$ADA Bar close 0.4783

#Crypto short term volatility detection",cryptocurrencies
50,1539388697044344832,"#BITCOIN #BTC impulse bar 20600 - 20864.52

$BTC Bar close 20608.37

#Crypto short term volatility detection",cryptocurrencies
51,1539388696679419905,"#ETHereum #ETH impulse bar 1122.36 - 1134.35

$ETH Bar close 1123.1

#Crypto short term volatility detection",cryptocurrencies
52,1539388686176907265,"#Bitcoin has rebounded over 20% since its previous low three days ago. 

Did #you #buythedip ?
#crypto #bitcoin #cryptocurrency #blockchain #ethereum #btc #forex #trading #money #cryptonews #cryptotrading #bitcoinmining #cryptocurrencies #investing #eth #investment #bitcoinnews",cryptocurrencies
53,1539388668942913536,Great platform to spread news about the project. This'n will increase the visibility. Good work team.#dlord #digitallandlord  #crypto #blockchain # #cryptocurrency #blockchaintechnology #stablecoin,cryptocurrencies
54,1539388439010885633,The next few weeks are for accumulation in #Crypto #altcoins #bitcoin,cryptocurrencies
55,1539388413173981185,"⚡For Web3 Development, Uniswap Has Launched A Venture Arm ⚡#Crypto #Blockchain #cryptocurrency #CryptoCrunchApphttps://t.co/CowQWJE8GX",cryptocurrencies
56,1539388359398793217,"Dm me now on how to recover trust wallet phrase and coinbase account recovery
#Trustwallet #cryptocurrency #Bnb  #cyber #RecoveryPhrase #coinbase #crypto #Ethereum #CryptoNews #Binance   #BTC  #Anonymous #Binance",cryptocurrencies
57,1539388340323069952,"Where #Bitcoin from here ?????
#crypto #BTC #cryptocurrency #blockchain #ethereum #btc #forex #trading #money #cryptonews #cryptotrading #bitcoinmining #cryptocurrencies #bitcoinnews #bitcoins #nft #business #invest #entrepreneur #binance #forextrader #bitcointrading #invest",cryptocurrencies
58,1539387704990912512,"Current Bitcoin Price:
USD $20,854.53
GBP £16,932.19
Euro €19,823.69
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
59,1539387199115776000,"#ADA impulse bar 0.4827 - 0.4861 #Cardano

$ADA Bar close 0.4835

#Crypto short term volatility detection",cryptocurrencies
60,1539387196582424582,"$BTC Going up signal on a 15 minute chart!
Price: \2849231.0 (2022/06/22 08:13)
#Bitcoin #FX #BTC #crypto",cryptocurrencies
61,1539386870710165504,Current #Bitcoin Price is $20888 #BTC #Crypto,cryptocurrencies
62,1539386853689905152,"$PEOPLE
An unusual limit order (sell) removed from the order book has been detected.
2022-06-21 11:16PM | $PEOPLE @ 0.00000575 BTC | Qty: -815,801.9 | Value: -4.69 BTC | 396% away from the current price!
#PEOPLE #BTC #cryptocurrency #Crypto",cryptocurrencies
63,1539386805447176192,Happy yoga day! . #WomenUniteNFT #WomenUnite #web3women #NFTUtilities #NFTpassiveincome #WomeninNFTs #Metaverse #NFTMetaverse #NFTCommunity #BSCGems #Cryptomemes #NFT #Crypto #NFTGamification,cryptocurrencies
64,1539386757984157697,"ₛₒₘₑ ₙₑwₛy ₙₑwₛ!
ₚₐₚₐ yₛ ₕₐₚₚy ₜₒ ₐₙₒᵤₙc ₜₕₐₜ ₘᵢₙₜ ᵢₛ cₒₘmᵢₙg ₛₒₒₙ..
ᵥₑᵣᵢ ₛₒₒₙ...
fᵢᵣₛₜ cₗᵤₑ:
ₛᵤₚₚₗy ᵢz ₃₅₀₀ ₚₐₚₐₛ😩 
ₙᵢcₑ🤌
 #NFTs #NFTProject #NFTCommunity #FreeMints #Goblintownwtf #Crypto #NFT",cryptocurrencies
65,1539386652141006848,Looking into purchasing my first #NFT which community should I join first??  #NFTs #Crypto #NFTCommunity #CryptoCommunity,cryptocurrencies
66,1539386460444545024,"🚀 #cryptotrading #cointoday #cryptocurrency ⏫
#ROSEUSDT 0.05384 | 12.284% | 🚚 2.19

All in 💰 #crypto #altcoins",cryptocurrencies
67,1539386447249162240,"#Altcoins showing strength
[Med-High time frame Targets]

1. $UNI #Uniswap =&gt; $7.78🔥
2. $WAVES #Waves =&gt; $11.18🔥💥
3. $ZIL #Zilliqa =&gt; $0.11🚀🔥
4. $DOGE #Dogecoin =&gt; $0.17🚀🔥
5. $AAVE #Aave =&gt; $109.93🔥

#CRYPTO #ALTS #Bitcoin",cryptocurrencies
68,1539386442761347072,"Current Bitcoin Price:
USD $20,883.01
GBP £16,955.31
Euro €19,850.76
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
69,1539386293435650054,"Regulations coming in 2023-24 for: 
1. Stable coins
2. Leverage systems for crypto  
3. Options and Futures (crypto) 
4. Everything else
#Crypto
#BTC 
#regulation 
#Ethereum",cryptocurrencies
70,1539385940250173441,"Strongest Movers in #BTC pair
 1 #TitanSwap $titan 🚀
 2 #Zilliqa $zil 🔥
 3 #CelsiusNetwork $cel 
 4 #Compound $comp 

#altcoins Bullish in BTC
 1 #XidoFinance $xido 🚀
 2 #Waves $waves 🚀
 3 #snx $snx 🔥
 4 #Livepeer $lpt 🔥

(excluding low caps)
#Crypto #Altcoins",cryptocurrencies
71,1539385884046499840,#crypto #btc #huobi #autotrade #hold #eth share if u like ! U must know that this is an affiliate link if u wanna help but u can go to the website by urself !,cryptocurrencies
72,1539385610590310400,Current #Bitcoin Price is $20886 #BTC #Crypto,cryptocurrencies
73,1539385185460002816,"Current Bitcoin Price:
USD $20,866.57
GBP £16,941.96
Euro €19,835.13
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
74,1539384579911565312,"Monero is bitcoin of bitcoin didn’t publicly disclose your wallet balance and transactions, I don’t understand the hate on monero from bitcoiners

#Monero #bitcoin #Crypto #privacy",cryptocurrencies
75,1539384381185601536,"#GameFi #Crypto #BSC #BNBChain #Binance   #NFT #Metaverse #Cryptopirates #PST #P2EGame #game #cryptocurrecy #newgem
A great project this is. It is high demanding project with a lot of interesting things. This project is big and strong in many ways and it is maintained",cryptocurrencies
76,1539384350487154689,Current #Bitcoin Price is $20885 #BTC #Crypto,cryptocurrencies
77,1539384179162480641,"#Alts with Significant
Relative Volume
[Vol proceeds price]

1. $WAVES #Waves $2.57B🚀🔥
2. $STORJ #Storj $654.84M🚀🔥
3. $ZIL #Zilliqa $1.00B🚀🔥
4. $COMP #Compound $431.67M🚀🔥
5. $SUSHI #Sushi $252.87M🚀🔥

#CRYPTO #ALTS #Bitcoin",cryptocurrencies
78,1539384153808027649,MicroStrategy CEO Michael Saylor talks #Bitcoin on Fox News. #cryptonews #crypto #cryptocurrency,cryptocurrencies
79,1539383929551077378,"Current Bitcoin Price:
USD $20,875.71
GBP £16,949.38
Euro €19,843.82
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
80,1539383819626762241,"👻Celebrities are scamming their fans with NFTs and Crypto. 
Quick cash grabs are becoming “normal”.

I feel sorry for the innocent people who believe in their ""idols"", where they are just stealing their money!

#Nft #crypto #celebrity #blockchain",cryptocurrencies
81,1539383663779102729,True or false: 👍👎 This year an #NFT project will surpass #BAYC &amp;amp; #Crypto punks,cryptocurrencies
82,1539383509407502336,If the world is going perfect and #Bitcoin crashes suddenly then it’s an issue with #Crypto world. But now the whole world is at chaos and everyone panicking about everything. It’s fair for #Cryptocrash,cryptocurrencies
83,1539383402079690752,"We’ve reached the bottom, if not we’re  very close to it. The next crypto bull run will be in Q4 this year! 📸 #Crypto #blockchain #btc",cryptocurrencies
84,1539383332068331520,"We are looking for #defi #crypto #nodes #influencers that would like to join our team from the begining and grow the project together.
For more info DM us or send an email at contact@gluenodes.com
#gluenodes #passiveincome #Ethereum",cryptocurrencies
85,1539383089536720896,Current #Bitcoin Price is $20849 #BTC #Crypto,cryptocurrencies
86,1539383085657206784,"Do you still invest (with size) in projects with unverified anonymous teams?

#defi #crypto #eth $btc #kyc #avax #rugpull",cryptocurrencies
87,1539382983324487680,"#Ethereum hourly net stats.
10pm - 11pm UTC
blocks:222
avgDiff:14.91 PH
hashRate:956.49 TH/s
avgSize:96.34 KB
txns:40827

#ETH #BTC #crypto",cryptocurrencies
88,1539382974373838849,"If you are HODLing 1,000,000 or more $SHIB retweet this post. 🚀
 
 #ShibArmy #ETH #Crypto📈💎",cryptocurrencies
89,1539382891938971648,"With regulation being pushed for #crypto around the world, the President of Panama 'partially vetoes' a crypto law that had been passed by the National Assembly in Panama

#crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #news #dao #nft #DAO #decentralized #NFTs",cryptocurrencies
90,1539382817171419136,on the 06/21/2022 at 11:00 1BTC was worth $20877.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,cryptocurrencies
91,1539382745650053120,"Your hourly #Cardano update📬

- Hourly closing of #ADA: $0.483 $ADAUSD
- Hourly price change: 0.48 %📈
- 12 hr Vol. trends downwards
- Trading above 200 hr MA($0.4813)
- RSI 14 at 43.41

#trade #crypto #ADA",cryptocurrencies
92,1539382722552004608,"👋 Who's someone in #Crypto, #DeFi, #NFT that we should be following? Tag 'em below! 👇",cryptocurrencies
93,1539382677379457024,"Current Bitcoin Price:
USD $20,898.22
GBP £16,967.66
Euro €19,865.22
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
94,1539382675546447874,"The problem with cloud #mining: Requires price minimums and contracts that lock you in for very long periods which reduces flexibility.

Many also limit the #crypto you can mine and it further centralizes mining.

#altcoins #cryptocurrency #cryptomining #carbonneutral #bitcoin",cryptocurrencies
95,1539382665727582217,"Cryptocurrency will win.

The “Blockchain” technology will change everything. 

 #Crypto #NFTs #NFT #NFTCommunity #NFTDrop #NFTArt #ETH #NFTdrop",cryptocurrencies
96,1539382665400373248,"Bank for International Settlements (BIS) feels vindicated after recent #crypto crash.
Agustín Carstens, has been rather critical of Bitcoin in the past, describing it as an ""environmental disaster"" due to the #cryptocurrency's high energy consumption.
#web3 #nfts #binance #eth",cryptocurrencies
97,1539382657724784640,"Who wants to help with NFT ALPHA in our discord?

Send me a DM!

#alpha #nft #defi #crypto #wealth #degens",cryptocurrencies
98,1539382446445146114,"#CRYPTO Trading past 24 hrs on Uphold 👀
☀️☀️☀️☀️ #cryptocurrency  
#XRP $XRP 89.52% buying
#XDCNetwork $XDC 84.51% buying
#Hedera #HBAR $HBAR 82.70% buying
#Stellar #XLM 80.51% buying
#Ethereum $ETH 77.98% buying",cryptocurrencies
99,1539381905983844352,"#ETHereum #ETH impulse bar 1131.95 - 1139.74

$ETH Bar close 1138.78

#Crypto short term volatility detection",cryptocurrencies
100,1539381903295250432,"#BITCOIN #BTC impulse bar 20755.82 - 20865.26

$BTC Bar close 20855.34

#Crypto short term volatility detection",cryptocurrencies
101,1539381900313251840,"Not at #NFTNYC2022. It looks like a blast, but I had overlap with a Financial Market seminar I’ve been attending yesterday and today. 

2022 is just going to be brutal... no where near the bottom yet. We should all brace for more financial turbulence. 

#Crypto #nfts #btc #ETH",cryptocurrencies
102,1539381829261594624,Current #Bitcoin Price is $20798 #BTC #Crypto,cryptocurrencies
103,1539381409600634883,"Current Bitcoin Price:
USD $20,762.07
GBP £16,857.11
Euro €19,735.80
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
104,1539381043685257216,"$HEX is a certain thing in an uncertain world.

#HEX #PLS #PLSX #ETH #BTC #crypto #cryptocurrency",cryptocurrencies
105,1539380938186149889,"Top 5 #crypto prices with 24h change:

#BTC #ETH #BNB #ADA #XRP 

🟢 $BTC $20784.25 (1.19%)
🟢 $ETH $1133.3 (2.34%)
🟢 $BNB $221.0 (2.46%)
🔴 $ADA $0.4813 (-1.58%)
🟢 $XRP $0.3305 (2.35%)

Do you #hodl any of these coins?",cryptocurrencies
106,1539380529908404224,"You put money on what you understand. 

You put time on what you don't.

Never reverse this.

#Crypto #Cryptocrash #btc #altcoins #CryptocurrencyNews #BTC #ETH #bearmarket #altcoin #cryptocrash #DeFi #Ethereum #Altseason #CryptoMarket #btccrash #Cryptos",cryptocurrencies
107,1539380154522292230,"Current Bitcoin Price:
USD $20,796.50
GBP £16,885.07
Euro €19,768.52
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
108,1539380147731607552,Current #Bitcoin Price is $20830 #BTC #Crypto,cryptocurrencies
109,1539380135660556288,"Since last week,

#Cardano is up 2.5%
#Solana is up 28%

And they said Solana bla bla bla!

#cryptocurrency #bitcoin #crypto",cryptocurrencies
110,1539380061505216512,"“Vauld” 🤔 A transfer undo button; and it’s decentralized . #Crypto scammers aren’t gonna like this. I hope. #CryptoCommunity #BTC #Ethereum  Interesting concept, Safe transfers. A real world solution. Need research?",cryptocurrencies
111,1539379851743875072,"1 Bitcoin ( #BTC )
Dollar: 20,749.28$ 

1 Bitcoin Cash ( #BCH )
Dollar: 1,18.12$ 

1 Ethereum ( #ETH )
Dollar: 1,125.16$ 

1 Ripple ( #XRP )
Dollar: 0.32833$ 

Date: 21 Jun 2022 22:26

#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple  #العملات_الرقمية",cryptocurrencies
112,1539379673096142848,"A bear market isn't just good for accumulation, it's where innovations happen.
#NFT #NFTs #NFTCommunity #NFTProject #NFTutility #Crypto",cryptocurrencies
113,1539379561091059712,"I’m thinking of picking up a 2nd #goblintownwtf Anyone else out there doing the same???

Met a couple #goblins at #NFTNYC and I’m more bullish than ever‼️

#ETH #NFT #NFTCommunity #NFTNYC2022 #NFTs #nftart #Crypto #cryptocurrency #ART",cryptocurrencies
114,1539379542325747712,"How to survive the bear market? Two incomes are better than one, so make sure your spouse has two jobs. This is financial advice. You can thank me later. #crypto #stocks #finance #nft #marriageadvice",cryptocurrencies
115,1539379286288760835,"Imagine being able to do blockchain transactions by telegraph!
#Crypto #Algorand #BITCOIN #Bitgert #BNB #NFTCommunity",cryptocurrencies
116,1539378907073368071,"🚀 #cryptotrading #cointoday #cryptocurrency ⏫
#SUSHIUSDT 1.253 | 14.744% | 🚚 2.72

See the 🐋 whales coming? Be ⏰ ready! #crypto #altcoins",cryptocurrencies
117,1539378897288060932,"Current Bitcoin Price:
USD $20,825.44
GBP £16,908.57
Euro €19,796.04
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
118,1539378887683035136,Current #Bitcoin Price is $20808 #BTC #Crypto,cryptocurrencies
119,1539378619126104065,"$Doge community is so mad that copycat $Shib is performing so well in short amount of time 😂 
#doge #dogecoin #SHIB #shib #shibainu #Crypto #cryptocurrency #cryptos #bitcoin #btc #Ethereum #ETH #Solana",cryptocurrencies
120,1539378543699820549,"Everyone few days ago: #Bitcoin at 10,000📉📉

2 green days later: #btc 100,000😻📈📈🔥🔥‼️‼️

Learn to read the charts, and you will learn to control your emotions 💰
#Crypto #CryptoCommunity #Cryptocurency #cryptocurrency #defi #charts #bnb #eth #btc",cryptocurrencies
121,1539378499856785408,"The horrific thing is that we are still holding on, we are still standing as if nothing had happened.

#NFT #Crypto",cryptocurrencies
122,1539378310467158022,"You are still #crypto rich if you bought in the last #crypto winter bear market 

Let that sink in 

Buying opportunities are much greater in a bear market Vs a bull market, 

Few people understand that 

#doge #shib #btc #eth #cryptocurrency",cryptocurrencies
123,1539378181140107271,"I’ve been involved in a few bear markets now and #crypto since 2016. I have full faith if you’re in the right ones, issss gonna be a blessing. Ready for the next round 🤙🏼 #bitcoin #Ethereum #Chainlink #matic #Algorand gonna be set when this happens. #patience",cryptocurrencies
126,1539377781372502017,"The core value of #bitcoin lies on #Monero! Forget this VCs own #ETH &amp; #SOL! 
#Monero 🫡! 
#NFTs #XMR #Crypto",cryptocurrencies
127,1539377757662203911,"Fuel cost is hitting historical records in England
Germany switches to coal-fired power plants to conserve natural gas
But #Crypto protagonists are still seeking to take more out of people pockets... Crazy isn't it 🤣🤣🤣

#BITCOIN #BinanceSmartChain #BNB #BTC #Cryptocrash",cryptocurrencies
128,1539377734928965634,"🚨🚨 #crypto #whalealert 🚨🚨 

$BTC worth $9701399 was recently transferred from binance to binance #BTC 

Transaction hash: c87371a348a1e339b1bbf49aec90c2453d5c3b6f716f995570d16d867f6a5f94",cryptocurrencies
129,1539377642566189058,"Current Bitcoin Price:
USD $20,781.46
GBP £16,872.86
Euro €19,754.23
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
130,1539377626183180289,Current #Bitcoin Price is $20796 #BTC #Crypto,cryptocurrencies
131,1539377353767677953,"Hopefully, there are many people to invest too, because your rating it's so nice #GameFi #Crypto #BSC #BNBChain #Binance   #NFT #Metaverse #Cryptopirates #PST #P2EGame #game #cryptocurrecy #newgem",cryptocurrencies
132,1539377313120407554,"Horny baby? Dm me for nudes, I’m selling them for the best price..  Dont forget to RT and chance to win a video. 

#horny #sellingnude #Paypal #Amazon #btc    #BNB      #ETH #ADA #Crypto #TransferWise #tits #boobs #pussy #wet #sugardaddy #cumslut #nudes #dm #spoilme #dropboxlink",cryptocurrencies
133,1539377304941756417,"A promising and interesting project, I wish the team success and development  #GameFi #Crypto #BSC #BNBChain #Binance   #NFT #Metaverse #Cryptopirates #PST #P2EGame #game #cryptocurrecy #newgem",cryptocurrencies
134,1539376963198111744,"I’m telling you guys now, if you want a blockchain project that has it all, you have to look into $CKB! This bear market has been a gift for those who have yet to invest!! #Security #Scalability #Interoperability #CryptoMining #crypto #NervosNetwork",cryptocurrencies
135,1539376654816096256,"Binance Labs announced that it has made an undisclosed amount of strategic investment in OpenLeverage, a permissionless lending and margin trading protocol.
#bitcoin #blockchain #web3 #crypto #nfts #defi #metaverse #elonmusk #eth #cryptocurrency #luna #bnb #binance #czbinance",cryptocurrencies
136,1539376433109377025,"Buy the dip? But what dip? Which #altcoin ?

#Crypto #bnb #eth #btc #bscgem #bsc #avax",cryptocurrencies
137,1539376420257943552,"What is the next $SHIB? comment below 👇 

#crypto #cryptocurrency #btc #bitcoin #nft #nfts #NFTCommunity #Metaverse #defi #gamefi $SOL $AVAX $ETH $BTC #Cryptos",cryptocurrencies
138,1539376409151414273,"Just bought some #eth. Tbh no idea if the bottom is in, but upside is higher than the downside imo. #crypto",cryptocurrencies
139,1539376379481014272,"Current Bitcoin Price:
USD $20,770.49
GBP £16,863.95
Euro €19,743.80
#bitcoin #btc $btc #btcusd #btcgbp #btceur #crypto #cryptocurrency",cryptocurrencies
140,1539376365513781248,Current #Bitcoin Price is $20783 #BTC #Crypto,cryptocurrencies
141,1539375928689795077,"Foam rumours:

Is it true that the Two Foam Guys are dating?

There is no concrete evidence to support this claim. However, there have been numerous reports of the Two Foam Guys being spotted together in public, which has led many people to believe

#CryptoNews #NFT #crypto",cryptocurrencies
142,1539375742932373504,This is amazing 😍VoxelXNetwork #crypto #VXL #VoxelX #NFT #gaming,cryptocurrencies
143,1539375273279365122,"How to buy with usdt trc?? 

my 12 key phrase: february slot crazy silly dress seat just clay breeze erode drop apology

#Crypto #BTC #BitcoinCash #cryptocurrency #NFTs",cryptocurrencies
