,text,category,tag,topic_id
4350,tottenham are in talks over a loan deal for barcelona's clement lenglet,sports,Football,-1
4351,we know that he is going to become an arsenal player we are just waiting for that official confirmation how long will it be until gabriel jesus becomes an arsenal player?,sports,Football,234
4352,two unnamed premier league clubs are interested in watford forward emmanuel dennis,sports,Football,45
4353,who will manchester united sign in this transfer window? mark mcadam reveals the latest!,sports,Football,-1
4354,southampton have revealed their new home shirt for next season,sports,Football,394
4355,"if you get a player like that through the door, who knows what it takes to be back at the top of the table would signing raphinha and raheem sterling close the gap with the top two for cfc?",sports,Football,260
4356,"fulham are interested in sporting lisbon midfielder joao palhinha, who is valued at around 20m they also want to sign shakhtar donetsk winger manor solomon his valuation is believed to be 7m",sports,Football,45
4357,new manchester united manager erik ten hag takes charge of his first training session since joining the club from ajax,sports,Football,30
4358,"with the new season coming around, what is your favourite ever team kit for your club?!",sports,Football,394
4359,cristiano ronaldo has never scored at stamford bridge in his career,sports,Football,90
4360,"sterling is a little bit of a polarizing target among chelsea fans ssn discuss chelsea's potential bid of 50 million for manchester city's raheem sterling, and whether he would be a good fit for the club",sports,Football,260
4361,is erik ten hag starting the most challenging job he will ever face with manchester united?,sports,Football,30
4362,"great news for manchester united, ten hag and the fans ssn discuss how close manchester united are to signing frenkie de jong",sports,Football,30
4363,manchester united are close to agreeing a deal with barcelona for midfielder frenkie de jong,sports,Football,30
4364,newcastle have revealed their new third shirt for next season!,sports,Football,394
4365,erik ten hag took charge of man utd training for the first time yesterday at carrington,sports,Football,30
4366,fulham have made a 10m offer to wolfsburg for right back kevin mbabu,sports,Football,45
4367,west ham sign goalkeeper alphonse areola from psg for 7 75m on a five year contract,sports,Football,45
4368,gabriel jesus' numbers when starting are is arsenal the perfect fit for the brazilian striker?,sports,Football,234
4369,"gabriel jesus lisandro martinez arsenal are now close to signing gabriel jesus from man city, and have also submitted a new bid for lisandro martinez from ajax",sports,Football,234
4370,top 4 + a trophy? what would be a successful first season for erik ten hag?,sports,Football,30
4371,how will liverpool manage without sadio mane next season? paul merson believes the forward will be tough to replace,sports,Football,145
4372,"for the rest of his life, it will never be harder than what he is taking on now how big a job does erik ten hag have on his hands?",sports,Football,30
4373,"as erik ten hag prepares for his first day of pre season training at man utd, take a look back at some of his best goals from his playing career",sports,Football,30
4374,i think they have a chance of getting some silverware this season what impact will gabriel jesus have on arsenal?,sports,Football,234
4375,chelsea are targeting two centre backs this summer and are keen on bringing their former academy graduate nathan ake back to the club,sports,Football,260
4376,erik ten hag has arrived at man utd's training ground as a new era begins at old trafford what pre season challenges does the new manager face?,sports,Football,30
4377,do you think gabriel jesus can be the goal scorer arsenal need ?,sports,Football,234
4378,erling haaland having some fun in the sun as he plays football on the beach,sports,Football,190
4379,"he just wants to stay at the top level, he wants to win trophies sam lee shares his thoughts on why cristiano ronaldo might be looking for a move this summer",sports,Football,314
4380,"according to reports, manchester united have rejected a sensational request from barcelona for england defender harry maguire to be included in any deal to sign midfielder frenkie de jong",sports,Football,30
4381,manchester united are adamant that cristiano ronaldo simply is not for sale! dharmesh sheth explains the reports linking cristiano ronaldo with a move to chelsea,sports,Football,314
4382,"crystal palace have agreed terms with teenager, malcolm ebiowei and the 18 year old will join patrick vieira's side on july 1st when his contract with derby county comes to an end",sports,Football,-1
4383,it's understood that they are moving closer to a compromise dharmesh sheth gives the latest news on manchester united's pursuit of barcelona midfielder frenkie de jong,sports,Football,30
4384,breaking: west ham have agreed terms on a five year contract with paris saint germain goalkeeper alphonse areola!,sports,Football,-1
4385,"cristiano ronaldo is not for sale and manr utd expect him to remain at old trafford, despite reports linking him with a sensational move to chelsea",sports,Football,314
4386,you never know former team mate hugo viana discusses the possibility of ronaldo returning to his first club,sports,Football,314
4387,"gareth bale has tweeted, and it is good news for los angeles fc fans",sports,Football,372
4388,breaking! west ham have made an offer to jesse lingard's representatives to sign the englishman on a free transfer,sports,Football,529
4389,it's absolutely brilliant what eddie howe has been doing! former newcastle defender steve howey says he is excited to see who else newcastle bring in after a busy start to the transfer window,sports,Football,229
4390,"with gareth bale agreeing a deal to join los angeles fc, why not take a look back at the welshman's best premier league goals!",sports,Football,372
4391,the expectations now alan shearer says he is enjoying seeing newcastle improve and hopes they bring in more transfers,sports,Football,229
4392,gareth bale's stats at real madrid were,sports,Football,372
4393,"breaking! gareth bale has agreed to join mls side, la fc on a one year deal",sports,Football,372
4394,crystal palace's away kit for the 2022 23 season or ?,sports,Football,394
4395,liverpool are considering letting mo salah follow sadio mane out of the door this summer,sports,Football,145
4396,"on this day: in 2020, liverpool were crowned premier league champions!",sports,Football,147
4397,which three teams are getting relegated from the premier league in 2023?,sports,Football,154
4398,breaking: arsenal have reached an agreement in principle with manchester city to sign gabriel jesus,sports,Football,234
4399,erik ten hag knows that he should not be buying players from ajax kidding new ajax boss alfred schreuder has responded to speculation regarding mufc's interest in antony and jurrien timber,sports,Football,30
4400,"my job does not let me be a silent leader, which is my nature roma boss jose mourinho reveals he is not a 'natural' leader, in an exclusive interview with sky",sports,Football,404
4401,"bournemouth have agreed a deal with free agent, joe rothwell, with the midfielder undergoing his medical today",sports,Football,45
4402,gary neville frustrated as christian eriksen debates between mufc and brentford,sports,Football,289
4403,cfc are favourites to sign psg forward neymar this summer,sports,Football,-1
4404,bayern munich are not interested in signing ronaldo more info on news that cristiano ronaldo is expected to stay at mufc,sports,Football,314
4405,decision time for christian eriksen manchester united or brentford?,sports,Football,289
4406,they've been described to us as difficult keith downie gives all the insight on the challenges newcastle are facing in their pursuit of hugo ekitike,sports,Football,229
4407,"dortmund have chosen s bastien haller as their erling haaland replacement unfortunately for west ham, no sell on clause was included when they sold the striker to ajax",sports,Football,190
4408,"i think it was not days, about seconds sadio mane on how long it took him to come to the decision to sign for bayern munich",sports,Football,145
4409,throwback to this lockdown cuppa precision from everton target harry winks,sports,Football,-1
4410,the cherries are already making moves,sports,General & Miscelaneous Sports,5
4411,i need a new challenge sadio mane reveals the reasons behind leaving liverpool to join bayern munich,sports,Football,145
4412,"michael edwards, the architect of liverpool's recent successes in the transfer market, is being considered by cfc and mufc to become their new sporting director",sports,Football,-1
4413,which teams are finishing in the top four in the premier league in 2023?,sports,Football,154
4414,"sadio mane tells the story of how he decided to join liverpool and why he is moving on, in a farewell interview with the club via lfctv",sports,Football,145
4415,frank lampard has given the green light for everton to hold initial talks with tottenham over signing harry winks,sports,Football,-1
4416,sadio mane sends a message to liverpool fans following the completion of his move to bayern munich,sports,Football,145
4417,arsenal's opening bid for raphinha will be rejected as it falls below leeds' valuation of the brazil forward,sports,Football,45
4418,i think the right person to ask is the boss sadio mane was asked how he would fit in the team alongside robert lewandowski  leroy san,sports,Football,145
4419,sadio mane's impressive honours list at liverpool he won it all,sports,Football,145
4420,one of liverpool's greatest ever players is leaving and we must acknowledge how significant this is jurgen klopp has praised sadio mane for his service to liverpool,sports,Football,145
4421,melissa reddy says bayern munich are hugely impressed with their ability to sign a world class player like sadio mane for 35m could mane be signing of the summer?,sports,Football,145
4422,sadio mane leaves liverpool having played crucial role in club's transformation under jurgen klopp where does mane rank amongst other club legends?,sports,Football,145
4423,"when my agent first told me about bayern's interest, i was immediately excited sadio mane will be presented as a bayern munich player today",sports,Football,145
4424,it is really happening sadio mane has been spotted in a bayern munich top for the first time!,sports,Football,145
4425,sterling chelsea would moving to chelsea be the right step for raheem sterling?,sports,Football,260
4426,west ham are increasingly confident they can close a deal for psg goalkeeper alphonse areola,sports,Football,-1
4427,he was a fantastic servant for the club john barnes is full of praise for sadio mane ahead of his move to bayern munich,sports,Football,145
4428,do they have a sofa at the nou camp where they find 30 million? arsenal? barcelona? what does the future hold for leeds' raphinha?,sports,Football,-1
4429,"the money is there, can is spend it on the right players? would antony be a good signing for mufc?",sports,Football,30
4430,"according to reports, mufc are closing in on their first major signing of the summer with antony on his way from ajax in a 40m move",sports,Football,30
4431,sadio mane is expected to arrive at munich airport this morning to undergo a medical with bayern munich,sports,Football,145
4432,could erik ten hag be reunited with two current ajax players at mufc?,sports,Football,30
4433,"it's also selling to a rival, a direct rival to the premier league would raheem sterling fit in at cfc?",sports,Football,260
4434,there was interest from barcelona but it was real (madrid) or nothing! antonio rudiger reveals he rejected an approach from barcelona before joining real madrid,sports,Football,45
4435,west ham have completed the signing of rennes defender nayef aguerd for 30m!,sports,Football,-1
4436,sadio mane will undergo a medical with fcbayern ahead of his move from lfc on tuesday,sports,Football,145
4437,the missing piece in lfc's jigsaw?,sports,Football,357
4438,breaking: west ham have completed the final details on the signing of central defender nayef aguerd from rennes,sports,Football,45
4439,what will gabriel jesus do? papertalk,sports,Football,-1
4440,cfc are 'confident' they can sign raheem sterling from mancity this summer,sports,Football,260
4441,crouch kasabian former england striker peter crouch turned rock star as he joined kasabian on stage at the isle of wight festival! catch more coverage on sky arts at 7pm,sports,Football,-1
4442,the big question here is what is he? there's been a sense he is been running away from that centre forward position tim vickery says that arsenal must figure out what the best position for gabriel jesus is if he does join the gunners this summer,sports,Football,234
4443,thomas tuchel is a big admirer of raheem sterling lukaku out sterling in?,sports,Football,260
4444,is chelsea or man city a better fit for raheem sterling right now?,sports,Football,260
4445,vote: you can bring one player off the bench to help score a last minute goal who you got?,sports,Football,155
4446,"conte is infectious, it is a big pull! brad friedel analyses a busy transfer window at thfc",sports,Football,52
4447,henry was my idol growing up eddie nketiah has extended his contract at afc and changed shirt numbers 1 4,sports,Football,383
4448,arsenal have a new no 14,sports,Football,-1
4449,eddie nketiah signs long term contract at arsenal new shirt number 14,sports,Football,383
4450,gabriel jesus f bio vieira youri tielemans the latest transfer news at afc,sports,Football,234
4451,an unsung hero of klopp era! sadio mane is set to have his bayern munich medical on tuesday,sports,Football,145
4452,mane will be a massive loss 'robertson and trent will love n ez!' jose enrique reviews liverpool's transfer business so far this summer,sports,Football,145
4453,'i say de jong will be a man utd player this season' spanish football expert alvaro montero is confident erik ten hag will grab his number one transfer target for mufc,sports,Football,30
4454,the end of an era! sadio mane won it all at liverpool,sports,Football,145
4455,i cannot wait to play here at elland road leeds' new player marc roca speaks about his 'next step' in his career signing for a premier league side,sports,Football,45
4456,breaking: leeds have signed bayern munich midfielder marc roca on a four year deal for an initial 10m,sports,Football,45
4457,breaking: tottenham have confirmed the signing of midfielder yves bissouma from brighton in a deal worth 30m,sports,Football,45
4458,breaking: liverpool have agreed to sell sadio mane to bayern munich for a deal worth up to 35 1m,sports,Football,145
4459,"one in, one out for spurs?",sports,Football,130
4460,"the mentality pep guardiola has is to rotate his whole team and give opportunities to every player, but i believe the best version of gabriel jesus is when he is motivated and playing consistently",sports,Football,109
4461,breaking: sadio mane is on the verge of sealing a move to bayern munich with the club preparing an improved offer in line with lfc's 42 5 million valuation,sports,Football,145
4462,gabriel jesus might be on the move as arsenal look to bolster their attack,sports,Football,234
4463,bayern munich and liverpool are set for further talks this weekend about the transfer of sadio mane,sports,Football,145
4464,every premier league ball produced by nike in history which is your favourite?,sports,Football,155
4465,"virgil van dijk for 5m? neil warnock says the lfc defender was offered to him at crystal palace, before his move to southampton",sports,Football,45
4466,gary neville has expressed his concern about mufc's inactivity in the summer transfer market since erik ten hag's appointment,sports,Football,30
4467,breaking: arsenal are in talks to sign gabriel jesus from manchester city,sports,Football,234
4468,yves bissouma has completed a medical at tottenham ahead of his transfer from brighton,sports,Football,45
4469,"beckham, shearer, lampard and many more the best opening day goals in the premier league!",sports,Football,-1
4470,mancity are interested in signing brighton left wing back marc cucurella,sports,Football,260
4471,vote: describe your reaction to the fixture schedule with one emoji,sports,General & Miscelaneous Sports,-1
4472,brighton midfielder yves bissouma will undergo a medical at tottenham today,sports,Football,45
4473,"the premier league have taken the wraps off next season's new ball, inspired by the competition's 30th anniversary!",sports,Football,154
4474,welcome back to the premier league! here's who the three newly promoted sides will face first,sports,Football,154
4475,the premier league fixtures for the 2022 23 season have been released! here is how the opening weekend will look!,sports,Football,154
4476,! the premier league fixtures announcement is at 9am who do you want your team to face on the opening day of the season?,sports,Football,154
4477,throwback to 'agent mahrez' on holiday with erling haaland! one year later the forward has signed for mcfc,sports,Football,30
4478,psg are still in the picture,sports,Football,192
4479,mcfc goalkeeper gavin bazunu is set for his saintsfc medical today as the two clubs agree on deal,sports,Football,45
4480,la liga have filed a complaint with uefa accusing manchester city and psg of breaking ffp rules,sports,Football,302
4481,trent is looking forward to linking up with darwin nunez,sports,Football,430
4482,mufc to turn to tammy abraham after missing out on darwin n ez?,sports,Football,337
4483,"i want to win a lot of trophies at lfc! jurgen klopp's latest signing, darwin n ez, has big aspirations",sports,Football,146
4484,how does frenkie de jong compare mufc,sports,Football,30
4485,chelsea x man utd x roma matic mourinho,sports,Football,404
4486,i'm flattered frenkie de jong on links to man utd,sports,Football,30
4487,sky  in germany are reporting leeds have agreed a deal with bayern munich for midfielder marc roca the 25 year old's set to move to the premier league for an initial fee in the region of 10m,sports,Football,45
4488,could frenkie de jong be coming to the premier league? dharmesh sheth gives the latest transfer updates from manchester united,sports,Football,30
4489,yves bissouma is to undergo a medical at tottenham on thursday after they agreed a deal to sign him from brighton,sports,Football,45
4490,liverpool's pursuit of darwin nunez is getting closer the uruguayan has arrived in liverpool ahead of his record breaking transfer,sports,Football,45
4491,manchester united's offer was bigger than liverpool's but the project of liverpool playing in the champions league was very decisive for darwin nunez! portuguese football expert pedro sepulveda explains why darwin nunez chose to sign for liverpool,sports,Football,45
4492,erling haaland with skills to pay the bills will he bring them to man city?,sports,Football,190
4493,"you consider the fact that darwin nunez is on his way, that is the clearest indication that sadio mane's time at liverpool is coming to an end mane is wanted by bayern munich after the forward refused to commit to liverpool beyond next season",sports,Football,145
4494,"we'll find a spot in the team for him somewhere! looks like erling haaland is the spot, did micah richards underestimate erling haaland?",sports,Football,190
4495,darwin nunez' former assistant coach david badia believes the forward can adapt and improve playing in the premier league,sports,Football,45
4496,june 13th 2000 june 13th 2022 man city announce the signing of erling haaland 22 years to the day that they signed his father alfie haaland,sports,Football,190
4497,"of course, if not i would not come here! erling haaland says manchester city are the perfect fit for him",sports,Football,190
4498,breaking: manchester city have officially confirmed the signing of erling haaland from borussia dortmund!,sports,Football,190
4499,recreating this famous photo with haaland?,sports,Tennis,-1
4500,darwin nunez would be the fifth most expensive signing in premier league history,sports,Football,45
4501,liverpool have reached an agreement for the transfer of benfica striker darwin nunez in a deal worth up to 100m,sports,Football,45
4502,liverpool are close to agreeing a deal for benfica striker darwin nunez worth up to 100m,sports,Football,45
4503,we've got such strong youngsters four time olympic champion mo farah says arsenal's young players can achieve success and backs mikel arteta to go one better and reach the champions league,sports,Football,206
4504,liverpool's talks with benfica over darwin n ez are 'progressing',sports,Football,337
4505,de bruyne could play 79 games next season and have a three week break gareth bale has called on football's governing bodies to consider player welfare with an increasingly congested calendar,sports,Football,372
4506,afc are among the clubs considering a summer move for lufc's raphinha,sports,Football,-1
4507,it's only a matter of time before he starts winning trophies robbie keane praises the impact antonio conte has had on tottenham and hopes for a bright future for the club,sports,Football,164
4508,it's when not if with sadio man what figure will allow liverpool to let go of sadio man this summer?,sports,Football,145
4509,some of the premier league's biggest stars could be on the move this summer which potential transfer are you most excited for?,sports,Football,-1
4510,there is willingness from both parties to stay will eddie nketiah extend his stay at arsenal?,sports,Football,383
4511,arsenal have confirmed that negotiations are ongoing with striker eddie nketiah,sports,Football,383
4512,it is been three seasons how has var been so far?,sports,Football,154
4513,who was your pick for the pfa's player of the year award?,sports,Football,293
4514,breaking: mo salah wins the pfa men's players' player of the year! pfaawards,sports,Football,293
4515,breaking: the pfa premier league team of the year has been revealed! pfaawards,sports,Football,293
4516,breaking: phil foden wins the pfa men's young player of the year! pfaawards,sports,Football,293
4517,a reminder of the nominees ahead of the pfa awards this evening,sports,Football,-1
4518,portuguese football expert pedro sepulveda says that liverpool are still in the driving seat to sign darwin nunez despite interest from man utd and newcastle,sports,Football,45
4519,wolves have revealed their new home shirt for next season!,sports,Football,394
4520,there is definitely unfinished business in england villarreal striker arnaut danjuma plays down links to liverpool but says he is aware of the links,sports,Football,45
4521,paris police chief didier lallement has apologised for tear gassing supporters who were waiting to enter the champions league final between liverpool and real madrid at the stade de france,sports,Football,302
4522,"darwin nunez wants to move to liverpool and the benfica forward is the reds' number one target this summer 1 no offer has yet been made by jurgen klopp's side for nunez, who is valued by the portuguese club at 85 5m",sports,Football,45
4523,jack grealish has become a principal ambassador for special olympics gb to campaign for greater inclusion in sport,sports,General & Miscelaneous Sports,-1
4524,west ham's new home kit for the 2022 23 season has landed! thoughts on the hammers' new shirt?,sports,Football,394
4525,former spurs midfielder luka modri has signed a new one year deal at real madrid,sports,Football,45
4526,bayern bound? how much do you think sadio mane is worth?,sports,Football,145
4527,i'll sit down with the club brighton defender shane duffy says he will discuss his future with the club when he returns from international duty,sports,Football,-1
4528,that can make the difference louis van gaal suggests ed woodward's departure from mufc presents erik ten hag with the opportunity to be a success at old trafford,sports,Football,30
4529,"mane n ez thoughts, lfc fans",sports,Football,146
4530,nufc's kit for the 2022 23 season! thoughts?,sports,Football,394
4531,cfc and mufc are two of the premier league clubs interested in signing ibrahima sangar this summer the psv eindhoven midfielder has a 35m release clause in his contract,sports,Football,45
4532,tottenham have signed fraser forster on a two year deal he will join antonio conte's side on 1st july when his current southampton contract expires,sports,Football,164
4533,gareth southgate challenges mcfc's jack grealish to improve tactically as well as his all round game if he is to become a regular starter for england,sports,Football,159
4534,alessandro bastoni plays down thfc links,sports,Football,-1
4535,a closer look at spurs' new shirt,sports,Football,394
4536,spurs have released their 2022 23 home shirt! react to it using a gif,sports,Football,394
4537,not even kevin de bruyne is safe,sports,Football,290
4538,can you guess these stadiums from their emoji clues?,sports,General & Miscelaneous Sports,-1
4539,sadio mane insists he respects liverpool a lot and that he was joking when he said he would fulfil the apparent wishes of senegalese fans for him to leave anfield,sports,Football,145
4540,reports suggest that bayern's first bid for liverpool forward sadio mane has been turned down will mane leave lfc this summer?,sports,Football,145
4541,for a little bit gareth bale's cheeky little laugh after this question about postponing his retirement is brilliant,sports,Football,372
4542,we left everything on the pitch oleksandr zinchenko reflects on a heartbreaking evening for ukraine,sports,Football,204
4543,this is not a question about money it could easily be brentford danish tv2 football editor in chief carsten werge believes there is a good chance christian eriksen will choose to sign for brentford,sports,Football,289
4544,de gea is 'clear favourite' to replace harry maguire as erik ten hag's captain at man utd,sports,Football,30
4545,the race to sign christian eriksen is hotting up,sports,Football,289
4546,cristiano ronaldo has been named manchester united's sir matt busby player of the year,sports,Football,90
4547,"the most devastating front three in premier league history?! ronaldo, rooney and tevez were unplayable",sports,Football,-1
4548,"i build my ideas of the players who want to work for me fenerbah e head coach jorge jesus has cast doubt over mesut ozil's future, despite the player stating he wants to end his career at the turkish club",sports,Football,137
4549,has sadio man revealed his footballing future?,sports,Football,145
4550,uefa has apologised to all spectators who had to experience or witness frightening and distressing events prior to the champions league final between real madrid and liverpool,sports,Football,302
4551,"marc guehi, fikayo tomori and phil foden are out of tomorrow's nations league game against hungary england boss gareth southgate also says raheem sterling is a doubt",sports,Football,159
4552,a goalkeeping howler of the highest order it's behind you!,sports,Football,155
4553,antonio rudiger was set to sign a contract extension with chelsea in october 2020,sports,Football,45
4554,erik ten hag is putting his stamp on the man utd squad,sports,Football,30
4555,brentford have offered christian eriksen a long term contract although it is understood the midfielder has ambitions to play in the champions league again,sports,Football,289
4556,he can do a few things that cristiano cannot portugal boss fernando santos has defended his decision to leave cristiano ronaldo on the bench for their nations league match against spain,sports,Football,90
4557,newcastle have reportedly started their summer spending already!,sports,Football,229
4558,"to even put a team out to play these games, is pretty incredible wales defender ben davies says he has 'sympathy' and 'respect' for ukraine ahead of the world cup play off final this sunday",sports,Football,204
4559,former lfc forward dirk kuyt gets his first managerial role after being appointed as the new ado den haag boss,sports,Football,30
4560,real madrid have confirmed the signing of defender antonio rudiger from cfc on a four year deal,sports,Football,45
4561,it looks like a summer of change at mufc,sports,Football,-1
4562,we failed to show up we let ourselves down lfc's andy robertson reacts to scotland's heartache as they failed to reach the world cup following a 3 1 defeat to ukraine,sports,Football,-1
4563,"chelsea, bayern munich and real madrid are interested in man city's raheem sterling, whose contract expires in the summer of 2023",sports,Football,260
4564,the pfa men's players' player of the year 2022 shortlist! who's taking the prize?,sports,Football,293
4565,where will jesse lingard be playing his football next season?,sports,Football,-1
4566,the pfa men's young player of the year 2022 nominees! who's your favourite to pick up the award?,sports,Football,293
4567,the community shield match between mcfc and lfc will be played at the king power stadium,sports,Football,146
4568,the fa have charged everton forward richarlison with improper conduct after throwing a flare during his side's 1 0 win over chelsea in may,sports,Football,148
4569,19 trophies 258 games 106 goals gareth bale has confirmed he is leaving real madrid after nine years at the club could we see the former spurs man back in the premier league?,sports,Football,372
4570,could raheem sterling leave mcfc for 50m?,sports,Football,260
4571,every ukrainian has the main dream to stop the war manchester city defender oleksandr zinchenko struggles to hold back the tears as he talks about russia's conflict with ukraine,sports,Football,204
4572,erik ten hag is watching mason mount's contract situation at chelsea as he considers a shock move,sports,Football,30
4573,"if i am the same as cristiano ronaldo in some point, i am happy",sports,Football,90
4574,ivan perisic has completed his move to spurs on a free transfer!,sports,Football,45
4575,"we have, in haaland, arguably the best number nine in the world man city chairman khaldoon al mubarak discusses new signing erling haaland and the club's plans for further transfer business",sports,Football,190
4576,"in regards to comments, we were in complete disbelief billy hogan reveals liverpool have called for an apology to their fans following the french minister's comments",sports,Football,302
4577,i have talked with lampard as well he knows what i want,sports,Football,256
4578,liverpool chief executive billy hogan is incredibly surprised by comments made by the french  minister amelie oudea castera,sports,Football,302
4579,"we have invested in that striker for the future manchester city chairman, khaldoon al mubarak, has high expectations for the arrival of erling haaland",sports,Football,190
4580,a newlywed couple gave a new meaning to walking down the aisle by heading through the middle of the liverpool parade!,sports,Football,-1
4581,a heroes welcome by the nottingham forest fans for ryan yates,sports,Football,476
4582,we love this team talk from nottingham forest manager steve cooper!,sports,Football,476
4583,ivan perisic won serie a last season under tottenham head coach antonio conte,sports,Football,164
4584,the inter star is set to re join antonio conte at spurs,sports,Football,164
4585,"that could increase by offloading the likes of anthony martial, eric bailly and aaron wan bissaka",sports,Football,30
4586,bayern munich are expected to make an offer of 30 million for sadio man,sports,Football,145
4587,perisic looks to be coming to the premier league,sports,Football,-1
4588,"nkunku came to mind! if sadio mane leaves lfc, who could replace him",sports,Football,145
4589,is sadio mane on his way to germany?,sports,Football,145
4590,nottingham forest have one foot back in the premier league,sports,Football,476
4591,mufc confirm ralf rangnick will not remain at the club as a consultant following his appointment as austria manager,sports,Football,137
4592,book the hotel! jurgen klopp has vowed lfc will return stronger next season and has told fans to book the hotels for next year's champions league final in istanbul,sports,Football,146
4593,"when the goalkeeper is man of the match, then something is wrong lfc boss jurgen klopp says the champions league final defeat was 'harsh' on his side",sports,Football,146
4594,'why are we being teargassed?' liverpool fans describe 'terrifying' experience in paris,sports,Football,302
4595,'jurgen's like a german scouser!' sir kenny dalglish jurgen klopp,sports,Football,146
4596,i'm more nervous now than i was when i was a player! former lfc player lucas leiva says it will still be a 'successful season' even if jurgen klopp's side do not win the ucl,sports,Football,146
4597,lfc boss jurgen klopp's record against real madrid,sports,Football,146
4598,liverpool or real madrid? who will win the ucl?,sports,Football,123
4599,you've seen the other two come out and say they are definitely staying is sadio mane on his way out of liverpool?,sports,Football,145
4600,now in french please! lfc boss jurgen klopp shares a funny moment with a reporter who begins asking a question in german,sports,Football,146
4601,the pitch at the stade de france has been freshly laid ahead of the uclfinal and lfc boss jurgen klopp thinks it is an 'interesting' idea,sports,Football,146
4602,tottenham are confident of signing ivan perisic on a free transfer from inter milan this summer,sports,Football,45
4603,we did not forget lfc boss jurgen klopp says mo salah wants to 'put things right' after what happened against real madrid in the 2018 uclfinal,sports,Football,322
4604,it's not the first time in my career before decisive games fcbayern rumours are coming up lfc boss jurgen klopp 'couldn't care less' about reports linking sadio mane to the bundesliga champions,sports,Football,146
4605,antonio conte v jose mourinho tottenham will face as roma in pre season,sports,Football,164
4606,tottenham striker harry kane appeared on the tonight show and took on host jimmy fallon in a game of table football!,sports,Football,232
4607,he's got a decision to make the athletic's adam crafton discusses sadio mane's future at liverpool,sports,Football,145
4608,man united: d everton: d newcastle: b where does your club rank?,sports,Football,-1
4609,chelsea must pay at least 45m to win the race for brighton defender marc cucurella,sports,Football,260
4610,breaking: fernandinho has been awarded the premier league's oracle most powerful goal award for his strike against leeds!,sports,Football,-1
4611,mufc on the brink of signing 30m ajax defender jurrien timber with erik ten hag set to raid old club,sports,Football,-1
4612,rb salzburg midfielder brenden aaronson is undergoing a medical at leeds,sports,Football,-1
4613,eddie nketiah is now set to stay at arsenal,sports,Football,383
4614,nobody feels the pain from sunday anymore jurgen klopp on how he is managed the morale in his squad after manchester city were crowned premier league champions,sports,Football,146
4615,jurgen klopp says thiago alc ntara has a good chance of being fit for saturday's champions league final,sports,Football,307
4616,"i am staying next season for sure, that is clear mo salah stays!",sports,Football,322
4617,make sure we are going to be on fire! sadio mane is ready for the champions league,sports,Football,145
4618,"heung min son received a hero's welcome in south korea, after becoming the first asian player to win the premier league golden boot!",sports,Football,421
4619,"onthisday in 2016, granit xhaka joins arsenal from borussia m nchengladbach",sports,Football,468
4620,"onthisday in 2007, tottenham completed the signing of 17 year old forward gareth bale the rest is history",sports,Football,372
4621,"this is agony, absolute agony jurgen klopp! the liverpool boss scooped the sir alex ferguson award last night, and the man himself was there to present the trophy",sports,Football,146
4622,barcelona are expected to make formal their interest in leeds united forward raphinha in the coming days,sports,Football,-1
4623,"they can then do it for many, many years! pep guardiola believes once england win a major trophy, it will spark mass success for gareth southgate's side",sports,Football,159
4624,who would you add to southgate's squad?,sports,Football,-1
