,text,category,tag,topic_id
14634,"a 59% majority of us adults disapprove of the supreme court's decision to overturn roe vs wade, according to a new poll",politics,Activism,73
14635,"pro russia hackers claim responsibility for intense, ongoing cyberattack against lithuanian websites",politics,International & Foreign Politics,58
14636,"house january 6 committee unexpectedly adds a new hearing for tuesday at 1 p m et, saying it would present recently obtained evidence and receive witness testimony",politics,Miscelaneous Politics & Legislation,117
14637,the four remaining supreme court cases of this blockbuster term,politics,Activism,69
14638,inside a frustrated white house: president biden and his team are consumed by problems they cannot fix the country's view of the economy grows darker just months before the midterm elections,politics,Miscelaneous Politics & Legislation,39
14639,america's chaotic new reality over abortion takes shape analysis,politics,Activism,525
14640,white house warns of republican efforts to strip women of their rights following supreme court decision to overturn roe v wade,politics,Activism,73
14641,"in a preliminary hearing, a russian court ruled wnba star brittney griner's detention be extended for six months pending her trial, the attorney told cnn",politics,International & Foreign Politics,316
14642,"supreme court declines to revisit landmark first amendment decision, leaving a higher bar for libel in place",politics,Activism,69
14643,"european and us officials do not expect that turkey's concerns about finland and sweden joining nato will be assuaged before the alliance's summit this week, us and european officials tell cnn",politics,International & Foreign Politics,319
14644,voters in conservative colorado county worry about nominating election denier tina peters for secretary of state,politics,Miscelaneous Politics & Legislation,71
14645,here are the remaining supreme court cases this term,politics,Activism,69
14646,"the us will announce the purchase of a surface to air missile defense system for ukraine as soon as this week, a source says",politics,International & Foreign Politics,4
14647,take a look at cnn's character by character comparison of the final supreme court ruling that overturned roe v wade with the draft version leaked last month,politics,Activism,73
14648,"president biden will sign the bipartisan gun safety bill into law saturday before departing for europe, the white house says",politics,Miscelaneous Politics & Legislation,182
14649,"as abortion rights advocates express fear, anti abortion groups celebrate supreme court's ruling and look to the long battle ahead and to build a culture that is pro mom, pro baby, pro life",politics,Activism,35
14650,"the fight over abortion moves to the forefront of this fall's midterm elections, as democrats urge voters to view november as their best hope to halt the erosion of reproductive rights set off by the supreme court's overturning of roe v wade",politics,Activism,-1
14651,embattled wyoming rep liz cheney is providing democratic voters in her state with instructions on how to change parties so they can support her as she looks to fend off a serious primary challenge in august,politics,Economy,132
14652,these are the 14 house republicans who voted to pass federal gun safety legislation,politics,Miscelaneous Politics & Legislation,-1
14653,dhs warns of potential violent extremist activity in response to abortion ruling,politics,Activism,35
14654,house republicans eye 15 week abortion ban after roe ruling,politics,Activism,35
14655,conservative justices seized the moment and delivered the opinion they would long promised analysis,politics,Activism,69
14656,"in pictures: americans react after the supreme court ruled to overturn roe v wade, holding that there is no longer a federal constitutional right to an abortion",politics,Activism,73
14657,"former president donald trump praises the supreme court ruling overturning roe v wade, calling it the biggest win for life in a generation",politics,Activism,73
14658,half of us states could ban abortions as roe v wade is overturned,politics,Activism,73
14659,this is how the nine supreme court justices ruled on overturning roe v wade,politics,Activism,73
14660,"just in: the house passes a bipartisan gun safety bill, the first major federal legislation on the topic in decades the bill will next go to president biden for his signature",politics,Miscelaneous Politics & Legislation,182
14661,"president biden said his administration will protect the bedrock right of women to travel from states that ban abortion to those that allow it, also pledging to protect women's access to medications",politics,Activism,35
14662,"the supreme court ruling overturning roe v wade is literally taking america back 150 years, president biden says it's a sad day for the country, in my view",politics,Activism,73
14663,"president biden calls the supreme court ruling overturning roe v wade a tragic error : the court has done what it has never done before, expressly take away a constitutional right",politics,Activism,73
14664,"a broad majority of americans did not want to see roe v wade overturned, polling taken before the supreme court's decision shows here's a recap of the latest data on the public's views of abortion, from cnn and elsewhere",politics,Activism,73
14665,"democratic sen joe manchin said he was deeply disappointed that the supreme court has voted to overturn roe v wade, and he was alarmed that justices pulled back from their testimonies that it was settled law",politics,Activism,73
14666,"the supreme court's opinion overturning roe v wade could open the door for courts to overturn same sex marriage, contraception and other rights",politics,Activism,73
14667,"the us supreme court just overturned roe v wade, holding that there is no longer a federal constitutional right to an abortion here's a look at the details of the now overturned case",politics,Activism,73
14668,here are key lines from the majority opinion overturning roe v wade,politics,Activism,73
14669,"the supreme court has ruled on dobbs v jackson women's health organization, a case centered on a mississippi law that bars most abortions after 15 weeks of pregnancy, a standard that violates roe v wade read the court's opinion:",politics,Activism,73
14670,"breaking: the supreme court overturns roe v wade, eliminating the constitutional right to abortion nationwide",politics,Activism,73
14671,us conducts taiwan strait flyover amid tensions with china,politics,International & Foreign Politics,106
14672,supreme court steps on the senate's generational statement on guns with one of its own analysis,politics,Activism,423
14673,how a bipartisan group of four senators finally got a gun deal no one thought was possible,politics,Miscelaneous Politics & Legislation,182
14674,"a record low 25% of americans have confidence in the supreme court, according to a gallup poll released thursday",politics,Activism,73
14675,the house is expected to pass a bipartisan bill today to address gun violence that will amount to the first major federal gun safety legislation in decades the senate passed the bill last night,politics,Miscelaneous Politics & Legislation,182
14676,california lawmakers pass a bill that aims to protect abortion providers and patients seeking abortion care in the state from civil action started in another state,politics,Activism,35
14677,paul clement leaves law firm after winning major second amendment case,politics,Activism,69
14678,"breaking: senate passes bipartisan gun safety bill, a major step for the most significant federal gun legislation in a generation",politics,Miscelaneous Politics & Legislation,182
14679,white house rolls out free at home covid 19 tests that are designed to be more accessible for people who are blind or visually impaired,politics,Health & Politics,459
14680,biden administration announces $450 million in additional military assistance for ukraine,politics,International & Foreign Politics,4
14681,justice samuel alito lashes out at liberals in guns case as tensions boil over at the supreme court,politics,Activism,73
14682,here's what the supreme court's new gun rights ruling means,politics,Activism,423
14683,here are key takeaways from the fifth day of house january 6 committee hearings,politics,Miscelaneous Politics & Legislation,117
14684,"reps matt gaetz, mo brooks, scott perry and other congressional republicans sought pardons from then president donald trump after the 2020 election, according to emails and testimony",politics,Miscelaneous Politics & Legislation,199
14685,the house january 6 committee just heard testimony from former top justice department officials here are the key moments so far,politics,Miscelaneous Politics & Legislation,117
14686,justice department officials who rejected requests to investigate baseless claims of voter fraud are set to testify at today's capitol riot hearing follow live updates here,politics,Miscelaneous Politics & Legislation,-1
14687,watch: new documentary footage reveals pence reacting to a resolution calling for him to invoke 25th amendment to remove trump from power,politics,Miscelaneous Politics & Legislation,262
14688,these are the 15 republican senators who voted to break a filibuster to advance the gun safety bill,politics,Miscelaneous Politics & Legislation,182
14689,footage shows former vice president mike pence's reaction to a draft resolution demanding that he invoke the 25th amendment to remove then president donald trump from power days after jan 6,politics,Miscelaneous Politics & Legislation,262
14690,major bipartisan gun safety bill clears a critical vote requiring gop support and is now on a path to pass the senate before the week is out,politics,Miscelaneous Politics & Legislation,182
14691,"new york leaders react to the supreme court's ruling on the state gun law, with gov kathy hochul calling the ruling outrageous",politics,Activism,-1
14692,this is how the nine supreme court justices ruled on new york's gun law,politics,Activism,423
14693,what justice clarence thomas wrote in the supreme court decision expanding gun rights for the first time in over a decade,politics,Activism,-1
14694,read the supreme court's ruling striking down a new york gun law,politics,Activism,423
14695,"breaking: the supreme court has struck down a new york concealed handgun law, loosening us gun laws as the country faces a rash of mass shootings",politics,Activism,423
14696,"russia is gaining an advantage in eastern ukraine as forces learn from earlier mistakes, us officials say",politics,International & Foreign Politics,4
14697,president biden braces for the supreme court to overturn roe v wade after months of planning for next steps,politics,Activism,73
14698,the senate will take a critical vote today to advance bipartisan gun bill toward final passage,politics,Miscelaneous Politics & Legislation,182
14699,trailer released for trump documentary of interest to the house january 6 committee,politics,Miscelaneous Politics & Legislation,117
14700,"amid high profile hearings, some house january 6 committee members beef up security",politics,Miscelaneous Politics & Legislation,117
14701,"ukrainian president volodymyr zelensky will virtually address the g7 and nato summits that are occurring over the coming week, senior us administration officials say",politics,International & Foreign Politics,274
14702,"democratic party leaders are meeting this week to hear pitches from 16 states and puerto rico, which want to hold the first presidential nominating contests in 2024",politics,Miscelaneous Politics & Legislation,129
14703,former west virginia lawmaker sentenced for role in january 6 riot,politics,Miscelaneous Politics & Legislation,143
14704,wisconsin gop abruptly ends special session called by democratic gov tony evers to repeal a 19th century abortion law that remains on the books,politics,Activism,-1
14705,"house republican leaders are lining up in opposition to the bipartisan gun safety legislation and plan to urge their members to vote no, even as the senate moves toward passage of the bill",politics,Miscelaneous Politics & Legislation,182
14706,a super pac is looking to funnel millions of dollars behind an independent candidate in the missouri senate race to succeed retiring sen roy blunt as conservatives worry disgraced ex gov eric greitens could potentially win the gop nomination,politics,Economy,-1
14707,microsoft says russia has stepped up cyber espionage against the us and ukraine allies,politics,International & Foreign Politics,58
14708,"louisiana gov john bel edwards, a democrat, signs a bill that will toughen an abortion ban that is ready to be implemented in the event that the supreme court overturns roe v wade",politics,Activism,73
14709,house january 6 committee is planning to delay its hearing schedule into july after thursday's meeting,politics,Miscelaneous Politics & Legislation,117
14710,how abortion bans could be enforced if roe v wade is reversed,politics,Activism,73
14711,chief justice john roberts played the long game on state funding of religious schools analysis,politics,Activism,69
14712,"takeaways from tuesday's elections in alabama, virginia, georgia and washington, dc",politics,Miscelaneous Politics & Legislation,129
14713,here's a breakdown of what is in the senate's bipartisan gun safety bill,politics,Miscelaneous Politics & Legislation,-1
14714,cnn projection: yolanda flowers will win the democratic nomination for alabama governor she will face incumbent republican kay ivey in november,politics,Miscelaneous Politics & Legislation,71
14715,the senate advances bipartisan gun safety legislation in a procedural vote the bill will face more key votes that could come this week,politics,Miscelaneous Politics & Legislation,182
14716,cnn projection: dale strong will win the republican nomination for alabama's 5th district,politics,Miscelaneous Politics & Legislation,71
14717,"cnn projection: katie britt, who was endorsed by former president donald trump, will win alabama's republican senate primary runoff she defeats rep mo brooks, a trump loyalist who lost his backing",politics,Miscelaneous Politics & Legislation,71
14718,"cnn projection: incumbent muriel bowser will win the democratic mayoral primary in washington, dc, as she seeks a third term",politics,Miscelaneous Politics & Legislation,71
14719,"a call between detained wnba star brittney griner and her wife, cherelle griner, has been rescheduled, the us state department said tuesday, after a mistake prevented the couple from speaking on their anniversary saturday",politics,International & Foreign Politics,316
14720,"cnn projection: rich mccormick, a marine veteran and doctor, will win the republican nomination for georgia's 6th district, besting a trump backed candidate",politics,Miscelaneous Politics & Legislation,71
14721,cnn projection: jen kiggans will win the republican nomination for virginia's 2nd district she will face incumbent democrat elaine luria in november,politics,Miscelaneous Politics & Legislation,71
14722,"alabama, georgia, virginia and washington, dc, are holding elections today follow live coverage of key runoffs and contests that will shape midterm match ups",politics,Miscelaneous Politics & Legislation,129
14723,"it is election day in alabama, virginia, georgia and washington, dc here's how to follow them",politics,Miscelaneous Politics & Legislation,129
14724,supreme court justice sonia sotomayor makes crystal clear that she believes the conservatives on the supreme court are set to move the country sharply to the right by eviscerating or ignoring decades of precedent on issues that most divide the public,politics,Activism,69
14725,"president biden will appoint marilynn malerba as treasurer of the united states, making the lifetime chief of the mohegan tribe the first native american to hold the position",politics,Miscelaneous Politics & Legislation,292
14726,"here are 6 things to watch in tuesday's elections in alabama, virginia, georgia and dc",politics,Miscelaneous Politics & Legislation,129
14727,president biden visits dc clinic administering covid 19 vaccines to kids under 5 years old,politics,Health & Politics,2
14728,the top us nazi hunter will lead a justice department team to identify and prosecute anyone who has committed war crimes in ukraine,politics,International & Foreign Politics,4
14729,the house january 6 committee's fourth hearing has ended here are the takeaways,politics,Miscelaneous Politics & Legislation,117
14730,the house january 6 committee is playing excerpts from former president donald trump's one hour phone call with georgia secretary of state brad raffensperger read the full transcript and listen to the audio here,politics,Miscelaneous Politics & Legislation,117
14731,"house january 6 committee outlines how donald trump's circle incessantly called on state officials to block the election results, with one official saying he received about 4,000 text messages after the former president posted his personal number online",politics,Miscelaneous Politics & Legislation,117
14732,the house january 6 committee's fourth hearing is starting now follow along here for live updates,politics,Miscelaneous Politics & Legislation,117
14733,us attorney general merrick garland makes an unannounced visit to ukraine and pledges unwavering support,politics,International & Foreign Politics,4
14734,just in: supreme court says certain gun crimes are not crimes of violence under federal law,politics,Activism,423
14735,second known american killed fighting in ukraine (this tweet replaces and corrects an earlier tweet),politics,International & Foreign Politics,4
14736,"more than 800 days into the covid 19 pandemic, 17 million us kids are finally eligible for vaccination analysis",politics,Health & Politics,2
14737,alabama republican senate candidate mo brooks faces a monstrous climb in alabama runoff against trump backed katie britt,politics,Miscelaneous Politics & Legislation,71
14738,"house january 6 committee is set to hear live testimony from four witnesses at today's hearing, which will focus on how former president donald trump and his allies pressured state level officials to overturn the 2020 election results",politics,Miscelaneous Politics & Legislation,117
14739,state department blames logistical error after report the detained wnba star's planned calls to her wife went unanswered by us embassy in moscow,politics,International & Foreign Politics,316
14740,"with roe in jeopardy, america faces a rare moment when a court revokes a right here's what could happen next analysis",politics,Activism,73
14741,"here's everything you need to know about the ' boyfriend loophole, and why it is become such a challenge in gun safety negotiations",politics,Miscelaneous Politics & Legislation,182
14742,supreme court rushes to end a term like no other,politics,Activism,69
14743,longtime trump political adviser steve bannon and the justice department do not want to talk  or january 6 specifics at his criminal contempt trial next month,politics,Miscelaneous Politics & Legislation,403
14744,"the house january 6 committee won't be an obstacle to department of justice prosecutions, spokesman says",politics,Miscelaneous Politics & Legislation,117
14745,"sen john cornyn, top republican negotiator on bipartisan gun package, booed at texas gop convention",politics,Miscelaneous Politics & Legislation,182
14746,president biden says he is been briefed on the three americans missing in ukraine and urges against travel to the nation,politics,International & Foreign Politics,4
14747,january 6 rioter pleads guilty to carrying a loaded firearm on us capitol grounds and assaulting police officers with one of their own batons during the insurrection,politics,Miscelaneous Politics & Legislation,143
14748,iowa supreme court rules state constitution does not protect right to abortion,politics,Activism,35
14749,"inside the treasury department, teams of sanctions experts view the russian economy's resilience as a mirage",politics,International & Foreign Politics,187
14750,first lady jill biden says she has often envisioned what it would be like if there were a shooting in her own classroom,politics,Miscelaneous Politics & Legislation,292
14751,former trump white house adviser peter navarro pleads not guilty to contempt of congress charges after not cooperating with january 6 investigation,politics,Miscelaneous Politics & Legislation,-1
14752,the surprising history of us abortion rights and what might come next analysis,politics,Activism,35
14753,house january 6 committee is trying to secure witnesses for an upcoming hearing focused on trump's efforts to use the justice department to further election lies,politics,Miscelaneous Politics & Legislation,117
14754,election officials worry about their safety ahead of the midterms,politics,Miscelaneous Politics & Legislation,74
14755,inside the treasury department's economic war on russia,politics,International & Foreign Politics,187
14756,january 6 committee wrestles with the same unsolvable question about trump how to hold him to account analysis,politics,Miscelaneous Politics & Legislation,117
14757,ginni thomas controversy means the supreme court cannot escape the 2020 election analysis,politics,Activism,442
14758,here's everything we have learned from the january 6 committee hearings so far,politics,Miscelaneous Politics & Legislation,117
14759,us customs and border protection is investigating an unofficial challenge coin depicting the image of an agent on horseback confronting a haitian migrant,politics,International & Foreign Politics,23
14760,"as the supreme court prepares for the end of the most tumultuous term in decades, justice sonia sotomayor says she and justice clarence thomas share a common understanding about people and kindness",politics,Activism,69
14761,sen rand paul refuses to meet with federal judge whose son was killed about a privacy bill he is blocking,politics,Activism,35
14762,"house january 6 committee sends request to ginni thomas, a conservative activist and wife of supreme court justice clarence thomas, after she says she looks forward to talking",politics,Activism,442
14763,gov ron desantis defends florida's decision not to preorder covid 19 vaccines for children under 5 years old ahead of federal vaccine regulators' expected and long awaited authorization,politics,Health & Politics,-1
14764,"russia warned the us military earlier this week that it was going to conduct airstrikes against local fighters allied with the us in southeastern syria, two us defense officials say",politics,International & Foreign Politics,4
14765,the house january 6 committee's third hearing has concluded here are the takeaways,politics,Miscelaneous Politics & Legislation,-1
14766,40 feet between the vice president and the mob : house january 6 committee describes effort to protect mike pence as rioters breached the capitol,politics,Miscelaneous Politics & Legislation,262
14767,"conservative attorney john eastman emailed rudy giuliani a few days after january 6 and asked to be included on a list of potential recipients of a presidential pardon, house select committee reveals",politics,Miscelaneous Politics & Legislation,475
14768,ivanka trump and others describe heated conversation between trump and pence on january 6,politics,Miscelaneous Politics & Legislation,262
14769,state department says a third american is reportedly missing in ukraine,politics,International & Foreign Politics,4
14770,the house january 6 committee is presenting evidence that it says shows then president donald trump's efforts to pressure then vice president mike pence to refuse to count 2020 electoral votes,politics,Miscelaneous Politics & Legislation,262
14771,"rudy giuliani conceded on the morning of january 6 that mike pence did not have the authority to overturn the election, former trump white house lawyer says yet, giuliani said the opposite at a trump rally on the ellipse later that day",politics,Miscelaneous Politics & Legislation,262
14772,former trump white house lawyer says conservative attorney john eastman was willing to tolerate violence to overturn the 2020 election,politics,Miscelaneous Politics & Legislation,475
14773,a doctor known for spreading debunked claims about covid 19 is sentenced to prison for her role in the us capitol attack,politics,Miscelaneous Politics & Legislation,-1
14774,j michael luttig: former vice president mike pence obeying then president donald trump would have spurred a revolution within a constitutional crisis,politics,Miscelaneous Politics & Legislation,262
